UBIGEO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,PERIODO
120902,6683,3698,2985,0.23,310.47,133.06,443.54,2018
120903,4699,3875,824,0.42,594.08,254.61,848.69,2018
120904,3097,1890,1206,0.42,289.78,124.19,413.97,2018
120905,9796,8264,1532,0.29,874.77,374.9,1249.68,2018
120906,2303,1139,1164,0.2,83.15,35.63,118.78,2018
120907,2703,1084,1618,0.42,166.23,71.24,237.47,2018
120908,2911,2911,0,0.55,584.48,250.49,834.96,2018
120909,2711,536,2175,0.42,82.12,35.19,117.32,2018
130101,331304,331156,148,0.51,61765.62,26470.98,88236.6,2018
130102,211075,211075,0,0.48,36980.4,15848.74,52829.15,2018
130103,37724,37724,0,0.57,7848.58,3363.68,11212.25,2018
130104,78478,77779,699,0.42,11923.55,5110.09,17033.64,2018
130105,209263,209263,0,0.59,45064.82,19313.5,64378.32,2018
130106,40723,30547,10176,0.5,5574.77,2389.19,7963.95,2018
130107,40034,34854,5180,0.58,7378.64,3162.27,10540.91,2018
130108,3802,1270,2532,0.46,213.22,91.38,304.6,2018
130109,20908,20865,42,0.52,3960.22,1697.24,5657.46,2018
130110,4365,955,3410,0.46,160.32,68.71,229.04,2018
130111,73500,73500,0,0.6,16096.43,6898.47,22994.9,2018
130201,6719,6223,497,0.48,1090.19,467.22,1557.42,2018
130202,15573,14316,1256,0.43,2246.96,962.98,3209.95,2018
130203,9627,7492,2134,0.53,1449.37,621.16,2070.52,2018
130204,2633,2182,451,0.46,366.4,157.03,523.43,2018
130205,27480,25906,1575,0.58,5522.03,2366.59,7888.62,2018
130206,9056,6183,2873,0.58,1308.97,560.99,1869.95,2018
130207,19489,18940,549,0.47,3249.13,1392.48,4641.61,2018
130208,29141,27571,1569,0.61,6138.77,2630.9,8769.67,2018
130301,4878,1703,3175,0.42,261.09,111.9,372.99,2018
130302,3132,684,2448,0.42,104.81,44.92,149.73,2018
130303,2103,382,1721,0.42,58.62,25.12,83.74,2018
130304,2291,1314,976,0.42,201.48,86.35,287.83,2018
130305,2398,1107,1291,0.42,169.64,72.7,242.34,2018
130306,888,666,221,0.42,102.17,43.79,145.95,2018
130401,47413,44276,3137,0.51,8258.22,3539.24,11797.46,2018
130402,23224,18942,4282,0.48,3318.63,1422.27,4740.9,2018
130403,12425,9440,2986,0.5,1722.76,738.33,2461.09,2018
130501,12500,2978,9522,0.42,456.51,195.65,652.16,2018
130502,5109,673,4437,0.42,103.1,44.18,147.28,2018
130503,6782,1353,5428,0.42,207.49,88.92,296.42,2018
130504,6117,702,5415,0.42,107.56,46.1,153.66,2018
130601,26044,14216,11827,0.5,2578.94,1105.26,3684.2,2018
130602,10094,925,9169,0.42,141.78,60.76,202.54,2018
130604,2576,763,1813,0.42,116.99,50.14,167.13,2018
130605,4136,2115,2021,0.42,324.24,138.96,463.2,2018
130606,652,76,576,0.42,11.62,4.98,16.6,2018
130608,2843,942,1901,0.42,144.44,61.9,206.34,2018
130610,542,144,397,0.42,22.13,9.48,31.62,2018
130611,6382,1253,5129,0.42,192.04,82.3,274.34,2018
130613,7460,2301,5160,0.42,352.68,151.15,503.82,2018
130614,22872,3722,19150,0.48,652.08,279.46,931.54,2018
130701,18484,17466,1018,0.63,4016.39,1721.31,5737.71,2018
130702,42178,38452,3726,0.51,7171.91,3073.67,10245.58,2018
130703,4335,3993,342,0.45,655.93,281.11,937.04,2018
130704,30598,30567,31,0.66,7363.58,3155.82,10519.4,2018
130705,12252,11173,1079,0.33,1345.82,576.78,1922.59,2018
130801,13588,4172,9416,0.3,456.86,195.8,652.66,2018
130802,4093,1111,2981,0.42,170.35,73.01,243.36,2018
130803,12663,2277,10386,0.42,349.13,149.63,498.75,2018
130804,6378,1265,5113,0.42,193.96,83.13,277.09,2018
130805,1148,446,702,0.42,68.39,29.31,97.7,2018
130806,3734,354,3380,0.42,54.28,23.26,77.54,2018
130807,1371,146,1225,0.42,22.39,9.6,31.99,2018
130808,20046,8288,11758,0.56,1687.96,723.41,2411.37,2018
130809,10077,3441,6636,0.42,527.54,226.09,753.62,2018
130810,1814,540,1274,0.42,82.73,35.46,118.18,2018
130811,2304,1093,1211,0.42,167.56,71.81,239.37,2018
130812,2969,975,1994,0.42,149.53,64.08,213.61,2018
130813,2119,519,1600,0.42,79.58,34.11,113.69,2018
130901,74404,48157,26247,0.68,11952.59,5122.54,17075.13,2018
130902,18664,2252,16412,0.34,279.42,119.75,399.17,2018
130903,9670,1088,8582,0.42,166.8,71.48,238.28,2018
130904,8534,2124,6410,0.42,325.56,139.53,465.09,2018
130905,11528,356,11172,0.42,54.59,23.4,77.99,2018
130906,14318,431,13887,0.42,66.09,28.33,94.42,2018
130907,9603,2179,7424,0.42,334.05,143.16,477.21,2018
130908,13840,702,13138,0.42,107.68,46.15,153.83,2018
131001,19844,7782,12062,0.42,1193.01,511.29,1704.31,2018
131002,4996,1861,3135,0.42,285.37,122.3,407.67,2018
131003,5758,2672,3086,0.43,419.43,179.76,599.19,2018
131004,1817,997,820,0.42,152.86,65.51,218.37,2018
131005,2424,166,2258,0.42,25.38,10.88,36.25,2018
131006,13426,7371,6055,0.98,2647.29,1134.55,3781.85,2018
131007,3001,612,2389,0.42,93.85,40.22,134.07,2018
131008,3602,842,2760,0.42,129.15,55.35,184.5,2018
131101,14001,4705,9296,0.46,789.91,338.53,1128.45,2018
131102,4857,613,4244,0.42,93.96,40.27,134.24,2018
131103,2489,532,1957,0.42,81.49,34.93,116.42,2018
131104,6532,1686,4845,0.42,258.53,110.8,369.32,2018
131201,55702,43730,11972,0.51,8156.3,3495.56,11651.85,2018
131202,35767,30469,5298,0.73,8118.41,3479.32,11597.72,2018
131203,7292,6998,294,0.4,1014.03,434.58,1448.61,2018
140101,278942,278643,299,0.58,58988.67,25280.86,84269.53,2018
140102,18957,16032,2925,0.5,2925.85,1253.94,4179.79,2018
140103,12518,12230,289,0.4,1785.54,765.23,2550.77,2018
140104,2364,2364,0,0.59,509.11,218.19,727.29,2018
140105,161585,161585,0,0.62,36684.72,15722.02,52406.74,2018
140106,94209,88769,5440,0.54,17366.73,7442.88,24809.61,2018
140107,10412,8555,1857,0.46,1436.41,615.61,2052.02,2018
140108,33911,24773,9138,0.56,5063.62,2170.12,7233.74,2018
140109,2472,2196,276,0.46,368.67,158,526.67,2018
140110,8375,6706,1669,0.46,1126.01,482.58,1608.59,2018
140111,13505,12134,1371,0.52,2303.08,987.04,3290.12,2018
140112,48391,44266,4126,0.51,8240.03,3531.44,11771.47,2018
140113,16686,13631,3055,0.6,3000.07,1285.74,4285.81,2018
140114,13177,12992,185,0.81,3841.22,1646.24,5487.46,2018
140115,12183,9775,2408,0.51,1819.68,779.86,2599.54,2018
140116,15198,13722,1476,0.72,3621.22,1551.95,5173.18,2018
140117,23956,20481,3475,0.43,3214.49,1377.64,4592.13,2018
140118,25944,22573,3371,0.41,3378.12,1447.77,4825.89,2018
140119,8870,7691,1179,0.65,1821.88,780.81,2602.68,2018
140120,28959,26906,2053,0.45,4419.32,1894,6313.32,2018
140201,36248,35473,774,0.55,7121.27,3051.97,10173.24,2018
140202,12092,423,11668,0.42,64.85,27.79,92.65,2018
140203,14679,1715,12964,0.42,262.89,112.67,375.55,2018
140204,4078,1942,2136,0.46,326.05,139.74,465.79,2018
140205,21266,8647,12618,0.55,1745.38,748.02,2493.4,2018
140206,15118,14275,843,0.78,4043.17,1732.79,5775.95,2018
140301,75951,63467,12484,0.46,10656.17,4566.93,15223.1,2018
140302,1491,464,1027,0.46,77.88,33.38,111.26,2018
140303,9233,5169,4065,0.46,867.81,371.92,1239.73,2018
140304,18926,9909,9017,0.48,1736.08,744.03,2480.11,2018
140305,19127,7915,11212,0.53,1531.25,656.25,2187.49,2018
140306,52530,13469,39061,0.33,1622.3,695.27,2317.57,2018
140307,31825,17131,14693,0.51,3195.25,1369.39,4564.64,2018
140308,51732,15653,36079,0.49,2799.6,1199.83,3999.43,2018
140309,8365,4005,4360,0.37,540.88,231.81,772.68,2018
140310,13229,4396,8833,0.45,722.1,309.47,1031.58,2018
140311,16557,14904,1653,0.57,3100.85,1328.93,4429.78,2018
140312,23275,9840,13434,0.4,1436.7,615.73,2052.43,2018
150101,270249,270249,0,0.71,70133.74,30057.32,100191.06,2018
150102,72666,72666,0,0.68,18035.64,7729.56,25765.2,2018
150103,640087,640087,0,0.62,145318.87,62279.51,207598.38,2018
150104,35479,35479,0,0.69,8935.36,3829.44,12764.81,2018
150105,91180,91180,0,0.68,22630.89,9698.95,32329.84,2018
150106,368363,363465,4898,0.56,74026.96,31725.84,105752.8,2018
150107,43573,43573,0,0.6,9542.51,4089.65,13632.16,2018
150108,344981,344981,0,0.63,79328.35,33997.86,113326.21,2018
150109,36904,36658,245,0.48,6449.29,2763.98,9213.28,2018
150110,559866,559866,0,0.58,117501.78,50357.91,167859.69,2018
150111,215339,215339,0,0.79,62093.14,26611.35,88704.48,2018
150112,220032,220032,0,0.48,38228.33,16383.57,54611.9,2018
150113,79129,79129,0,0.67,19350.95,8293.26,27644.21,2018
150114,155678,155678,0,0.63,35741.27,15317.69,51058.95,2018
150115,188451,188451,0,0.67,46223.37,19810.01,66033.38,2018
150116,58707,58707,0,0.55,11828.35,5069.29,16897.64,2018
150117,346064,346064,0,0.65,82103.74,35187.32,117291.06,2018
150118,266748,266748,0,0.49,47707.94,20446.26,68154.21,2018
150119,101718,100105,1613,0.76,27769.21,11901.09,39670.3,2018
150120,62776,62776,0,0.53,12143.92,5204.54,17348.46,2018
150121,90730,90730,0,0.62,20532.12,8799.48,29331.61,2018
150122,104939,104939,0,0.62,23747.63,10177.56,33925.19,2018
150123,129051,127668,1384,0.61,28518.4,12222.17,40740.58,2018
150124,15645,15645,0,0.61,3483.33,1492.85,4976.18,2018
150125,368876,368876,0,0.5,67319.79,28851.34,96171.13,2018
150126,18666,18629,37,0.67,4555.71,1952.45,6508.15,2018
150127,7763,7762,1,0.6,1708.33,732.14,2440.47,2018
150128,179040,179040,0,0.55,35942.2,15403.8,51346,2018
150129,8254,8059,194,0.57,1676.78,718.62,2395.4,2018
150130,123426,123426,0,0.51,22975.79,9846.77,32822.56,2018
150131,66014,66014,0,0.66,15926.82,6825.78,22752.6,2018
150132,1136931,1136931,0,0.59,246082.95,105464.12,351547.07,2018
150133,404577,404577,0,0.57,84615.26,36263.68,120878.94,2018
150134,55417,55417,0,0.55,11205.91,4802.53,16008.45,2018
150135,717910,717910,0,0.61,160104.76,68616.33,228721.08,2018
150136,166141,166141,0,0.7,42449.09,18192.47,60641.56,2018
150137,215837,215837,0,0.62,48686.34,20865.57,69551.91,2018
150138,1082,1074,8,0.7,274,117.43,391.42,2018
150139,32262,32262,0,0.5,5887.82,2523.35,8411.18,2018
150140,388748,388748,0,0.64,90527.68,38797.58,129325.26,2018
150141,98389,98389,0,0.75,26933.97,11543.13,38477.1,2018
150142,416766,416766,0,0.46,69974.95,29989.26,99964.22,2018
150143,428297,428297,0,0.67,104740,44888.57,149628.58,2018
150201,74917,69586,5330,0.55,13969.44,5986.9,19956.34,2018
150202,23525,21172,2353,0.6,4636.63,1987.13,6623.75,2018
150203,18893,17327,1566,0.43,2719.51,1165.51,3885.02,2018
150204,26239,20238,6001,0.51,3774.66,1617.71,5392.38,2018
150205,13974,13891,82,0.63,3174.01,1360.29,4534.3,2018
150301,2168,1832,336,0.42,280.87,120.37,401.25,2018
150302,916,911,5,0.42,139.67,59.86,199.53,2018
150303,1784,464,1320,0.42,71.08,30.46,101.54,2018
150304,1035,719,316,0.42,110.2,47.23,157.43,2018
150305,1041,602,439,0.42,92.36,39.58,131.94,2018
150401,2471,2330,141,0.51,433.74,185.89,619.62,2018
150402,639,323,316,0.42,49.51,21.22,70.74,2018
150403,713,617,95,0.42,94.66,40.57,135.23,2018
150404,828,741,87,0.42,113.52,48.65,162.17,2018
150405,947,748,200,0.2,54.59,23.4,77.98,2018
150406,618,580,38,0.42,88.93,38.11,127.04,2018
150407,6302,4098,2203,0.26,381.46,163.48,544.94,2018
150501,61017,54413,6603,0.43,8540.15,3660.07,12200.22,2018
150502,10664,9530,1134,0.53,1855.61,795.26,2650.87,2018
150503,2527,1214,1313,0.46,203.81,87.35,291.16,2018
150504,8900,8131,769,0.42,1246.43,534.18,1780.61,2018
150505,23508,22792,716,0.48,3993.14,1711.34,5704.48,2018
150506,1100,563,537,0.46,94.59,40.54,135.13,2018
150507,40613,38772,1841,0.46,6552.27,2808.11,9360.38,2018
150508,4393,3947,446,0.46,662.73,284.03,946.76,2018
150509,34870,32901,1969,0.38,4551.34,1950.58,6501.92,2018
150510,28422,25938,2484,0.58,5491.03,2353.3,7844.32,2018
150511,1786,797,989,0.46,133.76,57.33,191.09,2018
150512,16838,14990,1848,0.41,2243.22,961.38,3204.61,2018
150513,4750,4011,740,0.5,731.92,313.68,1045.6,2018
150514,13793,12916,877,0.51,2404.31,1030.42,3434.73,2018
150515,3280,2621,659,0.58,554.91,237.82,792.73,2018
150516,1443,973,470,0.46,163.33,70,233.33,2018
150601,108915,101131,7784,0.59,21778.65,9333.71,31112.36,2018
150602,731,576,154,0.42,88.35,37.86,126.21,2018
150603,942,918,24,0.42,140.69,60.3,200.99,2018
150604,21571,16314,5257,0.41,2441.39,1046.31,3487.7,2018
150605,62837,58512,4324,0.44,9397.08,4027.32,13424.4,2018
150606,2212,1078,1134,0.42,165.19,70.79,235.98,2018
150607,353,327,25,0.42,50.2,21.51,71.72,2018
150608,1183,1154,29,0.42,176.87,75.8,252.67,2018
150609,685,560,125,0.42,85.84,36.79,122.63,2018
150610,838,382,456,0.42,58.59,25.11,83.7,2018
150611,762,463,298,0.42,71.03,30.44,101.47,2018
150612,430,417,13,0.42,63.94,27.4,91.35,2018
150701,4380,3435,945,0.49,614.37,263.3,877.67,2018
150702,1343,388,955,0.46,65.22,27.95,93.17,2018
150703,786,621,165,0.42,95.19,40.8,135.99,2018
150704,326,312,14,0.42,47.81,20.49,68.31,2018
150705,3813,2053,1760,0.38,284.82,122.07,406.88,2018
150706,489,117,372,0.65,27.75,11.89,39.64,2018
150707,593,575,19,0.42,88.11,37.76,125.87,2018
150708,863,693,169,0.42,106.26,45.54,151.8,2018
150709,1393,1198,196,0.42,183.59,78.68,262.28,2018
150710,666,289,377,0.42,44.36,19.01,63.37,2018
150711,938,502,435,0.42,77.01,33,110.01,2018
150712,666,634,32,0.42,97.17,41.64,138.81,2018
150713,1518,260,1258,0.42,39.86,17.08,56.94,2018
150714,7016,6670,345,0.46,1119.95,479.98,1599.93,2018
150715,1433,780,653,0.42,119.54,51.23,170.77,2018
150716,879,185,694,0.46,31.06,13.31,44.37,2018
150717,1236,840,396,0.42,127.28,54.55,181.83,2018
150718,1260,1039,221,0.42,159.26,68.26,227.52,2018
150719,722,715,6,0.42,109.68,47.01,156.69,2018
150720,389,363,25,0.42,55.68,23.86,79.55,2018
150721,1272,1062,209,0.12,47.69,20.44,68.13,2018
150722,4376,3744,632,0.42,573.97,245.99,819.96,2018
150723,1501,174,1327,0.42,26.74,11.46,38.2,2018
150724,997,738,259,0.42,113.09,48.47,161.56,2018
150725,222,203,19,0.42,31.19,13.37,44.55,2018
150726,688,170,518,0.42,26.02,11.15,37.16,2018
150727,2790,2468,322,0.42,378.37,162.16,540.53,2018
150728,13995,13187,808,0.52,2502.98,1072.71,3575.68,2018
150729,326,321,5,0.42,49.25,21.11,70.36,2018
150730,435,338,97,0.42,51.83,22.21,74.04,2018
150731,3526,509,3017,0.46,85.43,36.61,122.05,2018
150732,1534,1072,461,0.42,164.36,70.44,234.8,2018
150801,70897,70354,543,0.54,13764.08,5898.89,19662.97,2018
150802,2276,477,1799,0.46,80.12,34.34,114.45,2018
150803,8569,8475,94,0.39,1206.39,517.02,1723.42,2018
150804,971,592,379,0.42,90.75,38.89,129.65,2018
150805,29932,29855,77,0.53,5775.37,2475.16,8250.52,2018
150806,37762,34369,3393,0.56,7024.94,3010.69,10035.63,2018
150807,2060,579,1481,0.41,85.8,36.77,122.57,2018
150808,1658,1044,614,0.42,160.07,68.6,228.68,2018
150809,772,507,265,0.42,77.66,33.28,110.94,2018
150810,39934,37609,2325,0.51,7014.68,3006.29,10020.97,2018
150811,25522,17784,7738,0.65,4219.36,1808.3,6027.66,2018
150812,28296,24873,3423,0.5,4539.33,1945.43,6484.76,2018
150901,12741,10755,1986,0.53,2080.59,891.68,2972.27,2018
150902,569,399,170,0.43,62.64,26.85,89.49,2018
150903,597,253,344,0.42,38.86,16.65,55.51,2018
150904,1141,391,751,0.42,59.92,25.68,85.59,2018
150905,903,300,603,0.42,46.03,19.73,65.75,2018
150906,2618,2163,456,0.55,437.3,187.41,624.71,2018
151001,1498,1283,215,0.42,196.7,84.3,281.01,2018
151002,1565,274,1292,0.42,41.96,17.98,59.95,2018
151003,1213,562,650,0.42,86.22,36.95,123.16,2018
151004,580,558,23,0.42,85.47,36.63,122.1,2018
151005,460,158,302,0.42,24.22,10.38,34.61,2018
151006,561,241,320,0.42,36.9,15.81,52.71,2018
151007,172,135,38,0.42,20.64,8.85,29.49,2018
151008,1148,801,347,0.42,122.77,52.62,175.38,2018
151009,858,298,560,0.42,45.73,19.6,65.33,2018
151010,237,224,13,0.42,34.35,14.72,49.07,2018
151011,1205,487,718,0.42,74.66,32,106.65,2018
151012,355,322,33,0.42,49.37,21.16,70.53,2018
151013,159,150,9,0.42,23,9.86,32.85,2018
151014,601,526,75,0.42,80.56,34.53,115.09,2018
151015,696,415,281,0.42,63.62,27.26,90.88,2018
151016,991,658,333,0.42,100.87,43.23,144.1,2018
151017,474,445,29,0.42,68.19,29.22,97.42,2018
151018,599,434,164,0.42,66.61,28.55,95.15,2018
151019,480,144,336,0.42,22.09,9.47,31.56,2018
151020,605,231,374,0.42,35.35,15.15,50.5,2018
151021,249,203,46,0.42,31.12,13.34,44.46,2018
151022,664,400,264,0.42,61.31,26.28,87.59,2018
151023,543,497,46,0.42,76.24,32.67,108.91,2018
151024,651,451,200,0.42,69.21,29.66,98.88,2018
151025,464,398,65,0.42,61.08,26.18,87.26,2018
151026,175,149,26,0.42,22.81,9.78,32.59,2018
151027,302,239,62,0.42,36.69,15.73,52.42,2018
151028,537,522,15,0.42,80.02,34.29,114.31,2018
151029,534,404,130,0.42,61.98,26.56,88.54,2018
151030,564,270,294,0.42,41.44,17.76,59.19,2018
151031,544,328,216,0.42,50.27,21.55,71.82,2018
151032,1758,698,1059,0.42,107.05,45.88,152.93,2018
151033,317,304,12,0.42,46.68,20.01,66.69,2018
160101,160178,158199,1980,0.45,25984.14,11136.06,37120.2,2018
160102,3059,733,2326,0.55,146.29,62.7,208.99,2018
160103,14546,6356,8190,0.54,1252.7,536.87,1789.57,2018
160104,11556,4366,7191,0.52,828.64,355.13,1183.77,2018
160105,8588,2746,5843,0.55,548.19,234.94,783.12,2018
160106,13708,5263,8445,0.55,1050.8,450.34,1501.14,2018
160107,16911,4046,12865,0.55,807.79,346.2,1153.99,2018
160108,85678,78901,6777,0.57,16472.86,7059.8,23532.66,2018
160110,4941,514,4427,0.55,102.57,43.96,146.53,2018
160112,69460,61028,8432,0.68,15147.26,6491.68,21638.95,2018
160113,142731,127585,15146,0.65,30409.24,13032.53,43441.77,2018
160201,96188,79780,16408,0.62,17908.69,7675.15,25583.84,2018
160202,16271,1171,15100,0.55,233.8,100.2,334,2018
160205,4511,2558,1953,0.55,510.8,218.92,729.72,2018
160206,13391,8679,4712,0.55,1732.9,742.67,2475.57,2018
160210,4168,903,3266,0.55,180.23,77.24,257.47,2018
160211,6057,3398,2659,0.55,678.38,290.73,969.12,2018
160301,32268,22138,10130,0.59,4767.44,2043.19,6810.63,2018
160302,6278,1515,4763,0.55,302.55,129.66,432.21,2018
160303,7390,2103,5286,0.55,419.93,179.97,599.91,2018
160304,10063,2618,7445,0.55,522.72,224.02,746.74,2018
160305,13183,2851,10332,0.55,569.28,243.98,813.26,2018
160401,22674,12317,10357,0.34,1528.59,655.11,2183.71,2018
160402,12563,3997,8566,0.64,926.5,397.07,1323.57,2018
160403,9866,1927,7939,1,703.48,301.49,1004.97,2018
160404,12367,3629,8737,0.62,814.65,349.14,1163.79,2018
160501,27270,24452,2818,0.65,5801.17,2486.21,8287.38,2018
160502,1636,678,958,0.55,135.32,57.99,193.31,2018
160503,2527,1699,828,0.55,339.24,145.39,484.63,2018
160504,6733,2913,3820,0.55,581.54,249.23,830.77,2018
160505,8406,2754,5652,0.55,549.81,235.63,785.44,2018
160506,4609,2469,2141,0.55,492.86,211.23,704.09,2018
160507,3333,1066,2267,0.55,212.83,91.21,304.04,2018
160508,669,233,437,0.55,46.48,19.92,66.41,2018
160509,944,513,430,0.55,102.45,43.91,146.36,2018
160510,4998,3906,1092,0.55,779.88,334.24,1114.12,2018
160511,2237,832,1405,0.55,166.11,71.19,237.3,2018
160601,27130,19534,7596,0.45,3208.53,1375.08,4583.62,2018
160602,1750,1023,727,0.55,204.33,87.57,291.9,2018
160603,3650,1487,2163,0.55,296.98,127.28,424.26,2018
160604,6214,1769,4445,0.55,353.14,151.35,504.48,2018
160605,14966,5823,9143,0.55,1162.57,498.24,1660.81,2018
160606,7486,6252,1234,0.55,1248.2,534.94,1783.15,2018
160701,15117,10101,5016,1.16,4276.97,1832.99,6109.95,2018
160702,7671,969,6701,0.55,193.5,82.93,276.44,2018
160703,9247,3021,6226,0.55,603.09,258.47,861.56,2018
160704,4689,2057,2632,0.55,410.75,176.04,586.79,2018
160705,6073,2231,3842,0.55,445.48,190.92,636.4,2018
160706,14604,1759,12845,0.55,351.11,150.47,501.58,2018
160801,4244,3541,703,0.48,620.36,265.87,886.23,2018
160802,595,287,309,0.55,57.21,24.52,81.73,2018
160803,2718,634,2084,0.55,126.59,54.25,180.85,2018
160804,1486,222,1264,0.55,44.42,19.04,63.45,2018
170101,96509,92888,3621,0.51,17291.08,7410.46,24701.54,2018
170102,14338,9579,4760,0.44,1520.9,651.81,2172.71,2018
170103,16395,14216,2179,0.55,2859.03,1225.3,4084.33,2018
170104,6438,5141,1297,0.39,731.79,313.63,1045.42,2018
170201,2466,1328,1138,0.47,226.37,97.02,323.39,2018
170202,1549,174,1376,0.55,34.71,14.88,49.59,2018
170203,7098,2561,4537,0.55,511.31,219.13,730.44,2018
170204,10414,7971,2444,0.74,2152.87,922.66,3075.53,2018
170301,2965,2303,662,0.55,459.73,197.03,656.76,2018
170302,6100,5815,285,0.54,1146.15,491.21,1637.36,2018
170303,3446,1825,1621,0.3,197.19,84.51,281.7,2018
180101,70344,68352,1993,0.43,10727.84,4597.65,15325.48,2018
180102,2332,1436,895,0.42,220.17,94.36,314.53,2018
180103,736,586,149,0.42,89.89,38.52,128.41,2018
180104,9187,8571,616,0.46,1439.12,616.76,2055.88,2018
180105,1662,1595,67,0.42,244.44,104.76,349.2,2018
180106,6545,3494,3052,0.42,535.61,229.55,765.15,2018
180201,3201,2314,887,0.43,363.13,155.63,518.76,2018
180202,675,339,337,0.42,51.9,22.24,74.14,2018
180203,1001,375,626,0.42,57.54,24.66,82.21,2018
180204,3125,881,2243,0.42,135.12,57.91,193.03,2018
180205,619,123,496,0.42,18.81,8.06,26.87,2018
180206,555,487,68,0.42,74.7,32.01,106.71,2018
180207,451,182,269,0.42,27.92,11.96,39.88,2018
180208,2567,1958,609,0.42,300.19,128.65,428.84,2018
180209,525,335,191,0.42,51.29,21.98,73.27,2018
180210,1748,1003,745,0.42,153.79,65.91,219.7,2018
180211,892,559,333,0.42,85.66,36.71,122.37,2018
180301,69665,69284,381,0.45,11481.12,4920.48,16401.61,2018
180302,4873,4841,31,0.46,812.87,348.37,1161.25,2018
180303,4662,4645,17,0.31,522.22,223.81,746.04,2018
190101,27281,27251,30,0.43,4277.07,1833.03,6110.09,2018
190102,4629,3075,1555,0.42,471.35,202.01,673.35,2018
190103,7105,6572,533,0.42,1007.52,431.79,1439.31,2018
190104,9633,7162,2470,0.4,1043.09,447.04,1490.13,2018
190105,4127,2954,1173,0.3,321.36,137.73,459.09,2018
190106,1691,650,1041,0.42,99.69,42.72,142.41,2018
190107,10934,7884,3049,0.59,1706.51,731.36,2437.88,2018
190108,4341,2349,1992,0.4,346.38,148.45,494.84,2018
190109,12922,12067,855,0.23,999.85,428.51,1428.35,2018
190110,3193,1155,2038,0.33,139.98,59.99,199.97,2018
190111,7119,7036,83,0.32,811.58,347.82,1159.41,2018
190112,3645,3453,192,0.13,166.35,71.29,237.64,2018
