UBIGEO,POB_TOTAL,POB_URBANA,POB_RURAL,GPC_DOM,QRESIDUOS_DOM,QRESIDUOS_NO_DOM,QRESIDUOS_MUN,PERIODO
80102,2409,622,1786,0.42,95.42,40.9,136.32,2018
80103,2500,1420,1079,0.32,165.91,71.1,237.01,2018
80104,65047,63004,2043,0.63,14487.81,6209.06,20696.87,2018
80105,125423,123435,1988,0.25,11263.44,4827.19,16090.62,2018
80106,101550,99300,2250,0.37,13410.44,5747.33,19157.77,2018
80107,6348,3828,2520,0.42,586.86,251.51,838.37,2018
80108,61475,61475,0,0.39,8751.02,3750.44,12501.46,2018
80201,4705,2958,1747,0.48,518.24,222.1,740.35,2018
80202,2985,2028,956,0.42,310.94,133.26,444.2,2018
80203,2372,1424,947,0.37,192.37,82.45,274.82,2018
80204,1147,646,501,0.42,99.08,42.46,141.54,2018
80205,7684,5141,2543,0.42,788.14,337.77,1125.91,2018
80206,2019,1266,754,0.42,194.01,83.15,277.16,2018
80207,3446,2665,782,0.42,408.51,175.07,583.58,2018
80301,24202,12271,11931,0.57,2552.95,1094.12,3647.07,2018
80302,7656,3536,4119,0.42,542.13,232.34,774.48,2018
80303,2642,1829,813,0.42,280.42,120.18,400.59,2018
80304,4383,1117,3266,0.42,171.22,73.38,244.6,2018
80305,4769,2420,2349,0.42,371.01,159.01,530.02,2018
80306,7925,1975,5950,0.42,302.8,129.77,432.57,2018
80307,3416,1727,1689,0.42,264.8,113.49,378.29,2018
80308,3211,1956,1255,0.42,299.8,128.49,428.29,2018
80309,3754,2137,1617,0.42,327.53,140.37,467.9,2018
80401,22829,14621,8208,0.43,2273.36,974.3,3247.66,2018
80402,3647,3014,633,0.42,462.04,198.02,660.05,2018
80403,5875,3105,2770,0.42,476.04,204.02,680.06,2018
80404,6492,2471,4021,0.45,403.19,172.8,575.99,2018
80405,11288,5090,6198,0.49,910.33,390.14,1300.47,2018
80406,6035,1537,4498,0.42,235.6,100.97,336.57,2018
80407,4791,2203,2588,0.42,337.75,144.75,482.5,2018
80408,9634,2646,6988,0.59,569.82,244.21,814.03,2018
80501,9299,4071,5228,0.31,463.65,198.71,662.36,2018
80502,5531,465,5066,0.42,71.27,30.54,101.81,2018
80503,5204,1608,3597,0.42,246.43,105.61,352.05,2018
80504,2159,364,1795,0.42,55.79,23.91,79.69,2018
80505,5613,723,4890,0.52,137.25,58.82,196.07,2018
80506,1905,1241,664,0.42,190.22,81.52,271.75,2018
80507,2724,369,2354,0.42,56.64,24.27,80.91,2018
80508,2653,473,2180,0.42,72.44,31.05,103.49,2018
80601,63310,51570,11741,0.57,10729.08,4598.18,15327.25,2018
80602,5161,2470,2692,0.32,286.65,122.85,409.5,2018
80603,5031,2248,2783,1.48,1214.39,520.45,1734.85,2018
80604,10464,3440,7024,0.25,313.94,134.55,448.49,2018
80605,8170,4549,3622,0.71,1178.79,505.19,1683.98,2018
80606,4527,1816,2711,0.46,304.95,130.69,435.64,2018
80607,2823,1649,1174,0.93,558.48,239.35,797.83,2018
80608,5470,2897,2573,0.38,401.81,172.2,574.01,2018
80701,22994,12284,10709,0.3,1345.14,576.49,1921.63,2018
80702,4170,808,3362,0.42,123.86,53.08,176.94,2018
80703,6637,1667,4970,0.58,351.58,150.68,502.26,2018
80704,7282,1474,5808,0.42,226,96.86,322.85,2018
80705,12618,2801,9818,0.42,429.37,184.02,613.38,2018
80706,4538,952,3586,0.42,145.93,62.54,208.48,2018
80707,4041,921,3119,0.42,141.24,60.53,201.77,2018
80708,8344,3042,5302,0.45,496.39,212.74,709.12,2018
80801,37905,33322,4583,0.53,6446.15,2762.64,9208.79,2018
80802,910,517,393,0.42,79.32,33.99,113.31,2018
80803,10492,1130,9362,0.42,173.25,74.25,247.5,2018
80804,1055,171,884,0.42,26.23,11.24,37.47,2018
80805,5133,2651,2482,0.38,367.74,157.6,525.35,2018
80806,2936,547,2389,0.42,83.82,35.92,119.74,2018
80807,1680,394,1287,0.42,60.37,25.87,86.24,2018
80808,2047,385,1661,0.42,59.09,25.33,84.42,2018
80901,30520,25997,4523,0.61,5788.19,2480.65,8268.84,2018
80902,26391,4206,22185,0.71,1089.9,467.1,1556.99,2018
80903,5542,2874,2668,0.55,573.87,245.94,819.81,2018
80904,4581,1418,3163,0.55,283.16,121.36,404.52,2018
80905,4796,269,4528,0.55,53.61,22.98,76.59,2018
80906,15186,2412,12774,0.65,572.34,245.29,817.62,2018
80907,19153,11874,7279,0.57,2470.44,1058.76,3529.19,2018
80908,6977,1972,5005,0.22,158.35,67.86,226.22,2018
80909,10843,463,10381,0.26,43.91,18.82,62.73,2018
80910,26495,19440,7054,0.49,3476.88,1490.09,4966.98,2018
80911,4942,817,4125,0.55,163.73,70.17,233.9,2018
80912,2346,1368,977,0.55,273.2,117.08,390.28,2018
80913,2332,646,1686,0.41,96.7,41.44,138.14,2018
80914,7566,521,7045,0.55,104,44.57,148.56,2018
81001,3470,1934,1536,0.61,430.69,184.58,615.28,2018
81002,3201,1541,1660,0.42,236.24,101.25,337.49,2018
81003,3199,829,2370,0.93,280.88,120.38,401.26,2018
81004,987,955,32,0.42,146.39,62.74,209.13,2018
81005,5125,1966,3159,0.42,301.38,129.16,430.54,2018
81006,5904,2024,3880,0.57,421.13,180.48,601.62,2018
81007,2128,801,1327,0.42,122.73,52.6,175.33,2018
81008,1064,995,69,0.42,152.46,65.34,217.8,2018
81009,2001,557,1445,0.42,85.36,36.58,121.94,2018
81101,13216,4351,8865,0.42,666.99,285.85,952.84,2018
81102,2969,652,2317,0.42,99.98,42.85,142.82,2018
81103,9468,1334,8133,0.42,204.56,87.67,292.22,2018
81104,8982,1719,7263,0.42,263.59,112.97,376.56,2018
81105,7718,2051,5667,0.4,296.43,127.04,423.47,2018
81106,4862,2055,2807,0.55,410.25,175.82,586.07,2018
81201,11862,7694,4168,0.3,842.45,361.05,1203.49,2018
81202,6639,4787,1852,0.42,733.81,314.49,1048.29,2018
81203,2517,1978,538,0.3,216.6,92.83,309.42,2018
81204,3116,863,2253,0.42,132.37,56.73,189.1,2018
81205,14985,4027,10958,0.37,548.24,234.96,783.2,2018
81206,4671,1442,3230,0.42,221.04,94.73,315.77,2018
81207,4881,3281,1599,0.38,455.11,195.05,650.16,2018
81208,5020,4341,679,0.43,681.34,292,973.34,2018
81209,4886,761,4125,0.42,116.69,50.01,166.7,2018
81210,17844,4818,13026,0.39,685.85,293.94,979.79,2018
81211,10734,9651,1084,0.38,1338.54,573.66,1912.21,2018
81212,11641,3883,7759,0.24,335.89,143.95,479.84,2018
81301,22843,15718,7125,0.49,2811.16,1204.78,4015.95,2018
81302,11858,4563,7295,0.38,632.83,271.21,904.04,2018
81303,6103,2208,3896,0.42,338.43,145.04,483.47,2018
81304,5627,4707,920,0.5,853.86,365.94,1219.8,2018
81305,6685,1753,4932,0.37,236.74,101.46,338.2,2018
81306,11503,3869,7634,0.59,833.18,357.08,1190.26,2018
81307,3354,3279,75,0.42,502.72,215.45,718.17,2018
90101,40915,37129,3786,0.54,7345.25,3147.97,10493.22,2018
90102,2009,397,1611,0.42,60.93,26.11,87.05,2018
90103,17903,4822,13082,0.41,725.08,310.75,1035.83,2018
90104,860,657,202,0.42,100.77,43.19,143.96,2018
90105,1112,312,801,0.42,47.81,20.49,68.3,2018
90106,1862,1200,662,0.16,70.1,30.04,100.14,2018
90107,668,475,193,0.42,72.86,31.23,104.08,2018
90108,885,572,312,0.42,87.76,37.61,125.37,2018
90109,723,361,362,0.42,55.36,23.73,79.09,2018
90110,944,237,707,0.42,36.32,15.56,51.88,2018
90111,505,442,62,0.42,67.82,29.06,96.88,2018
90112,948,354,594,0.42,54.29,23.27,77.56,2018
90113,1736,512,1224,0.42,78.47,33.63,112.1,2018
90114,1982,628,1354,0.42,96.24,41.24,137.48,2018
90115,512,348,164,0.42,53.38,22.88,76.26,2018
90116,1898,172,1725,0.42,26.43,11.33,37.76,2018
90117,20127,5720,14407,0.41,845.55,362.38,1207.93,2018
90118,16832,16091,742,0.4,2349.27,1006.83,3356.1,2018
90119,6430,2056,4374,0.48,360.25,154.39,514.64,2018
90201,9309,5854,3455,0.49,1036.34,444.15,1480.48,2018
90202,3218,928,2291,0.41,139.5,59.79,199.29,2018
90203,4666,1623,3044,0.42,248.76,106.61,355.37,2018
90204,1852,802,1050,0.42,122.98,52.71,175.69,2018
90205,1544,649,895,0.42,99.5,42.64,142.14,2018
90206,10020,4003,6017,0.41,591.72,253.59,845.31,2018
90207,2907,1217,1690,0.42,186.54,79.94,266.48,2018
90208,4981,2086,2895,0.46,350.21,150.09,500.29,2018
90301,24615,11797,12818,0.43,1851.48,793.49,2644.97,2018
90302,7417,1424,5994,0.5,259.82,111.35,371.18,2018
90303,618,496,122,0.42,75.99,32.57,108.55,2018
90304,3080,1190,1890,0.21,91.19,39.08,130.27,2018
90305,961,78,883,0.42,12.01,5.15,17.16,2018
90306,3691,1150,2540,0.42,176.37,75.59,251.95,2018
90307,1372,935,438,0.42,143.27,61.4,204.67,2018
90308,1083,989,93,0.42,151.63,64.99,216.62,2018
90309,1806,1130,676,0.42,173.19,74.23,247.42,2018
90310,2389,386,2003,0.42,59.16,25.35,84.51,2018
90311,1481,438,1043,0.42,67.17,28.79,95.96,2018
90312,3171,570,2601,0.42,87.33,37.43,124.75,2018
90401,3083,1769,1313,0.35,226.01,96.86,322.87,2018
90402,986,318,668,0.42,48.69,20.87,69.55,2018
90403,1504,701,803,0.42,107.5,46.07,153.56,2018
90404,926,178,748,0.42,27.29,11.69,38.98,2018
90405,919,247,672,0.42,37.83,16.21,54.05,2018
90406,730,149,581,0.42,22.83,9.79,32.62,2018
90407,923,222,701,0.42,34.02,14.58,48.6,2018
90408,403,151,252,0.42,23.22,9.95,33.17,2018
90409,1192,145,1047,0.16,8.46,3.63,12.09,2018
90410,718,233,485,0.42,35.73,15.31,51.04,2018
90411,872,198,674,0.42,30.37,13.01,43.38,2018
90412,672,354,318,0.42,54.24,23.25,77.49,2018
90413,1531,965,566,0.42,147.94,63.4,211.34,2018
90501,5321,3358,1963,0.51,625.13,267.91,893.04,2018
90502,5667,1124,4543,0.42,172.3,73.84,246.14,2018
90503,1967,317,1650,0.42,48.6,20.83,69.43,2018
90504,2486,177,2309,0.42,27.21,11.66,38.87,2018
90505,1124,579,545,0.42,88.76,38.04,126.8,2018
90506,3422,952,2470,0.42,145.93,62.54,208.47,2018
90507,4448,788,3661,0.42,120.74,51.75,172.49,2018
90508,756,524,232,0.42,80.26,34.4,114.66,2018
90509,3476,1971,1505,0.25,179.87,77.09,256.96,2018
90510,1886,204,1682,0.42,31.26,13.4,44.66,2018
90511,2977,941,2036,0.42,144.22,61.81,206.03,2018
90601,2281,1206,1075,1.03,451.71,193.59,645.3,2018
90602,800,299,501,0.42,45.84,19.64,65.48,2018
90603,987,280,707,0.42,42.99,18.43,61.42,2018
90604,467,282,185,0.42,43.22,18.52,61.74,2018
90605,865,669,196,0.42,102.52,43.94,146.45,2018
90606,796,121,675,0.42,18.48,7.92,26.4,2018
90607,2894,756,2138,0.42,115.83,49.64,165.47,2018
90608,1118,717,401,0.42,109.91,47.1,157.01,2018
90609,711,138,573,0.42,21.12,9.05,30.17,2018
90610,1411,148,1263,0.42,22.75,9.75,32.5,2018
90611,965,308,657,0.42,47.23,20.24,67.48,2018
90612,1102,363,739,0.42,55.62,23.84,79.46,2018
90613,1702,489,1212,0.42,75.02,32.15,107.17,2018
90614,372,217,155,0.42,33.34,14.29,47.62,2018
90615,760,170,590,0.42,26.01,11.15,37.15,2018
90616,739,317,422,0.42,48.57,20.81,69.38,2018
90701,10532,8395,2137,0.38,1164.39,499.02,1663.41,2018
90702,3354,928,2426,0.42,142.21,60.95,203.15,2018
90703,3577,912,2665,0.42,139.82,59.92,199.74,2018
90704,3952,859,3092,0.42,131.74,56.46,188.2,2018
90705,11662,2942,8720,0.42,451.01,193.29,644.3,2018
90706,9559,5547,4012,0.42,850.31,364.42,1214.73,2018
90707,3244,951,2292,0.42,145.86,62.51,208.38,2018
90709,3059,537,2522,0.42,82.36,35.3,117.65,2018
90710,1490,1122,368,0.42,172,73.71,245.72,2018
90711,5228,2910,2319,0.42,446.06,191.17,637.22,2018
90713,742,657,85,0.42,100.71,43.16,143.88,2018
90714,3962,250,3712,0.13,11.4,4.89,16.29,2018
90715,2739,265,2473,0.24,23.26,9.97,33.22,2018
90716,1844,280,1563,0.42,42.99,18.42,61.41,2018
90717,4885,595,4291,0.42,91.17,39.07,130.25,2018
90718,3016,486,2530,0.42,74.55,31.95,106.5,2018
90719,4116,706,3410,0.4,103.15,44.21,147.35,2018
90720,2523,474,2049,0.42,72.74,31.17,103.91,2018
90721,1277,526,751,0.42,80.67,34.57,115.24,2018
90722,1955,968,987,0.42,148.36,63.58,211.94,2018
90723,1568,599,970,0.42,91.78,39.33,131.11,2018
100101,94413,89140,5272,0.44,14315.95,6135.41,20451.36,2018
100102,86944,81388,5556,0.44,13160.01,5640,18800.01,2018
100103,13367,3431,9936,0.55,684.96,293.55,978.51,2018
100104,16603,2807,13796,0.42,430.32,184.42,614.75,2018
100105,4381,2075,2306,0.42,318.16,136.35,454.52,2018
100106,3482,544,2939,0.42,83.35,35.72,119.07,2018
100107,4927,619,4309,0.42,94.82,40.64,135.46,2018
100108,2588,558,2030,0.42,85.51,36.65,122.16,2018
100109,21621,2170,19451,0.42,332.69,142.58,475.27,2018
100110,1515,316,1199,0.42,48.4,20.74,69.14,2018
100111,47472,44422,3050,0.47,7620.61,3265.97,10886.58,2018
100112,5269,2016,3253,0.42,309.09,132.47,441.56,2018
100113,8434,1239,7195,0.33,149.28,63.98,213.26,2018
100201,22527,15857,6670,0.46,2662.46,1141.05,3803.51,2018
100202,2549,1246,1302,0.66,300.28,128.69,428.97,2018
100203,1747,456,1291,0.42,69.88,29.95,99.83,2018
100204,4612,917,3695,0.42,140.65,60.28,200.93,2018
100205,8115,2127,5988,0.42,326.1,139.76,465.86,2018
100206,1518,723,796,0.21,54.34,23.29,77.63,2018
100207,9163,3038,6125,0.42,465.74,199.6,665.34,2018
100208,3503,1994,1509,0.33,240.9,103.24,344.15,2018
100301,7052,5709,1343,0.55,1146.05,491.16,1637.21,2018
100307,3354,1318,2036,0.42,202.03,86.58,288.61,2018
100311,5821,2133,3688,0.55,425.85,182.51,608.36,2018
100313,5416,1988,3428,0.42,304.73,130.6,435.32,2018
100316,1196,673,523,0.42,103.21,44.23,147.45,2018
100317,5488,3230,2258,0.42,495.18,212.22,707.4,2018
100321,1680,489,1192,0.42,74.9,32.1,107,2018
100322,1797,484,1313,0.42,74.14,31.77,105.92,2018
100323,2314,862,1452,0.42,132.11,56.62,188.73,2018
100401,5926,2597,3330,0.38,362.05,155.16,517.21,2018
100402,2769,535,2234,0.42,81.98,35.13,117.12,2018
100403,1578,471,1107,0.42,72.16,30.93,103.09,2018
100404,6564,616,5948,0.42,94.43,40.47,134.9,2018
100501,13912,8203,5709,0.43,1287.53,551.8,1839.33,2018
100502,1369,363,1006,0.42,55.7,23.87,79.57,2018
100503,3930,1869,2060,0.4,272.93,116.97,389.9,2018
100504,5985,1084,4901,0.42,166.16,71.21,237.37,2018
100505,1389,309,1080,0.55,61.61,26.4,88.01,2018
100506,3174,2032,1141,0.42,311.58,133.53,445.11,2018
100507,12809,6580,6229,0.55,1313.78,563.05,1876.83,2018
100508,2023,1606,416,0.42,246.28,105.55,351.82,2018
100509,4230,1209,3020,0.42,185.38,79.45,264.82,2018
100510,3158,1099,2059,0.42,168.47,72.2,240.67,2018
100511,1801,216,1584,0.42,33.18,14.22,47.4,2018
100601,56282,54272,2010,0.49,9706.54,4159.95,13866.49,2018
100602,6839,1136,5703,0.55,226.73,97.17,323.9,2018
100603,3709,315,3393,0.55,62.94,26.97,89.91,2018
100604,23380,17770,5611,0.5,3242.95,1389.83,4632.78,2018
100605,9367,5063,4303,0.41,757.74,324.74,1082.48,2018
100606,10934,4565,6368,0.38,624.85,267.79,892.64,2018
100607,3907,904,3003,0.52,171.56,73.53,245.08,2018
100608,13751,12564,1188,0.4,1834.31,786.13,2620.45,2018
100609,4436,735,3701,0.55,146.72,62.88,209.59,2018
100610,2711,329,2383,0.55,65.6,28.11,93.71,2018
100701,15225,5922,9304,0.3,648.43,277.9,926.32,2018
100702,5780,2342,3439,0.55,467.5,200.36,667.86,2018
100703,2168,425,1743,0.42,65.14,27.92,93.06,2018
100704,3255,1333,1923,0.42,204.29,87.55,291.85,2018
100705,2495,1146,1348,0.42,175.74,75.32,251.06,2018
100801,18364,4911,13453,0.55,985.97,422.56,1408.53,2018
100802,10639,4385,6254,0.28,448.17,192.07,640.24,2018
100803,11084,4359,6725,0.42,668.26,286.4,954.65,2018
100804,11460,591,10869,0.42,90.55,38.81,129.36,2018
100901,10383,5245,5138,0.54,1033.78,443.05,1476.84,2018
100902,7928,2447,5481,0.55,488.58,209.39,697.98,2018
100903,4887,1438,3448,0.55,287.19,123.08,410.27,2018
100904,6312,1518,4794,0.74,409.97,175.7,585.68,2018
100905,6657,1386,5271,0.55,276.8,118.63,395.43,2018
101001,4191,2279,1912,0.29,243.72,104.45,348.18,2018
101002,1888,883,1005,0.42,135.35,58.01,193.35,2018
101003,971,326,646,0.42,49.91,21.39,71.3,2018
101004,1002,740,262,0.42,113.47,48.63,162.1,2018
101005,3539,1137,2402,0.42,174.33,74.71,249.04,2018
101006,1274,725,549,0.42,111.13,47.63,158.75,2018
101007,5942,1727,4215,0.42,264.82,113.5,378.32,2018
101101,4850,2013,2837,0.49,359.98,154.28,514.26,2018
101102,1101,627,474,0.42,96.15,41.21,137.36,2018
101103,1054,223,831,0.42,34.22,14.66,48.88,2018
101104,4932,1367,3565,0.42,209.54,89.8,299.34,2018
101105,1100,385,715,0.36,50.92,21.82,72.74,2018
101106,3956,1244,2711,0.42,190.74,81.75,272.49,2018
101107,1114,336,778,0.42,51.59,22.11,73.69,2018
101108,2039,514,1524,0.42,78.86,33.8,112.66,2018
110101,158273,157565,708,0.64,36749.72,15749.88,52499.59,2018
110102,42741,40107,2634,0.61,8929.93,3827.11,12757.05,2018
110103,23619,21500,2120,0.3,2314.96,992.13,3307.09,2018
110104,4792,3116,1676,1,1137.37,487.45,1624.82,2018
110105,7745,7434,312,0.35,949.64,406.99,1356.63,2018
110106,57325,56361,965,0.37,7529.24,3226.82,10756.05,2018
110107,6875,4604,2271,0.46,773.02,331.29,1104.31,2018
110108,27755,27147,608,0.47,4686.88,2008.66,6695.54,2018
110109,7515,6071,1443,0.48,1063.69,455.87,1519.55,2018
110110,14708,12938,1770,0.48,2257.29,967.41,3224.7,2018
110111,29125,21723,7402,0.23,1823.65,781.56,2605.21,2018
110112,29719,29413,306,0.4,4294.29,1840.41,6134.69,2018
110113,4903,4666,238,0.46,783.37,335.73,1119.1,2018
110114,1208,100,1108,0.42,15.31,6.56,21.87,2018
110201,72744,72744,0,0.57,15134.42,6486.18,21620.6,2018
110202,8281,5991,2290,0.31,677.91,290.53,968.44,2018
110203,2248,147,2100,0.42,22.61,9.69,32.3,2018
110204,13926,9669,4258,0.33,1150.5,493.07,1643.57,2018
110205,13298,8924,4373,0.45,1462.59,626.82,2089.41,2018
110206,27121,25732,1389,0.28,2629.85,1127.08,3756.93,2018
110207,68610,68610,0,0.48,12020.44,5151.62,17172.06,2018
110208,1386,405,980,0.42,62.14,26.63,88.77,2018
110209,987,278,709,0.42,42.68,18.29,60.97,2018
110210,30934,30302,632,0.59,6525.57,2796.67,9322.24,2018
110211,6145,5781,364,0.41,865.14,370.77,1235.91,2018
110301,28595,26031,2564,0.55,5225.79,2239.62,7465.42,2018
110302,2090,1114,976,0.46,186.97,80.13,267.1,2018
110303,3405,2123,1282,0.46,356.46,152.77,509.22,2018
110304,16839,16782,57,0.65,3981.52,1706.37,5687.88,2018
110305,22560,21031,1529,0.45,3423.63,1467.27,4890.9,2018
110401,8297,7356,940,0.41,1103.57,472.96,1576.52,2018
110402,1671,1221,450,0.42,187.24,80.24,267.48,2018
110403,2840,1488,1353,0.42,228.08,97.75,325.83,2018
110404,1013,439,574,0.42,67.25,28.82,96.07,2018
110405,359,244,115,0.42,37.39,16.03,53.42,2018
110501,73260,73170,90,0.56,14982.62,6421.12,21403.74,2018
110502,1450,469,981,0.42,71.94,30.83,102.77,2018
110503,5647,3499,2148,0.36,459.81,197.06,656.87,2018
110504,13892,7283,6609,0.6,1595.06,683.6,2278.65,2018
110505,7959,7778,181,0.46,1305.91,559.67,1865.58,2018
110506,15208,13335,1874,0.6,2920.34,1251.57,4171.91,2018
110507,26773,26079,694,0.3,2855.66,1223.86,4079.52,2018
110508,18443,18320,122,0.49,3276.61,1404.26,4680.87,2018
120101,122017,120493,1524,0.53,23309.33,9989.71,33299.04,2018
120104,501,501,0,0.42,76.8,32.92,109.72,2018
120105,966,501,465,0.42,76.86,32.94,109.8,2018
120106,739,434,305,0.42,66.55,28.52,95.07,2018
120107,96429,96371,58,0.45,15828.93,6783.83,22612.76,2018
120108,1530,896,634,0.42,137.41,58.89,196.31,2018
120111,2072,836,1236,0.42,128.15,54.92,183.07,2018
120112,1003,626,377,0.42,95.95,41.12,137.07,2018
120113,1328,692,636,0.42,106.16,45.5,151.65,2018
120114,170784,163201,7582,0.73,43485,18636.43,62121.43,2018
120116,1407,1337,71,0.42,204.92,87.82,292.74,2018
120117,5651,5651,0,0.42,866.3,371.27,1237.58,2018
120119,27329,25995,1334,0.41,3890.14,1667.2,5557.35,2018
120120,852,643,209,0.42,98.62,42.26,140.88,2018
120121,10453,10378,75,0.33,1264.23,541.81,1806.04,2018
120122,2460,2193,267,0.42,336.13,144.06,480.19,2018
120124,5373,149,5224,0.42,22.9,9.81,32.71,2018
120125,22171,22171,0,0.27,2144.46,919.05,3063.51,2018
120126,4927,2839,2088,0.53,552.26,236.68,788.94,2018
120127,1918,1160,758,0.42,177.9,76.24,254.14,2018
120128,4000,3029,971,0.3,331.67,142.14,473.81,2018
120129,17216,16124,1093,0.45,2665.96,1142.56,3808.52,2018
120130,12472,12472,0,0.28,1274.68,546.29,1820.97,2018
120132,5960,5936,24,0.42,909.99,390,1299.98,2018
120133,23219,21085,2133,0.5,3825.01,1639.29,5464.3,2018
120134,19300,18810,490,0.21,1441.78,617.9,2059.68,2018
120135,6549,384,6164,0.42,58.89,25.24,84.13,2018
120136,2809,2753,55,0.42,422.1,180.9,603,2018
120201,16326,14859,1467,0.5,2695.58,1155.25,3850.83,2018
120202,1664,1480,184,0.3,161,69,230,2018
120203,3558,428,3130,0.42,65.6,28.12,93.72,2018
120204,2691,858,1834,0.42,131.47,56.34,187.81,2018
120205,1983,394,1590,0.42,60.33,25.86,86.18,2018
120206,5586,998,4588,0.42,153,65.57,218.57,2018
120207,991,135,857,0.42,20.67,8.86,29.53,2018
120208,1521,1422,99,0.42,217.93,93.4,311.32,2018
120209,1457,377,1080,0.42,57.81,24.78,82.58,2018
120210,6111,4598,1513,0.56,939.88,402.81,1342.69,2018
120211,1447,980,467,0.42,150.23,64.39,214.62,2018
120212,2419,2128,291,0.4,310.69,133.15,443.85,2018
120213,5025,4393,632,0.29,460.2,197.23,657.43,2018
120214,5746,2548,3198,0.42,390.59,167.39,557.98,2018
120215,2079,1900,179,0.25,173.42,74.32,247.74,2018
120301,28457,25247,3210,0.52,4819.5,2065.5,6885.01,2018
120302,58987,36186,22801,0.52,6868.2,2943.51,9811.71,2018
120303,43281,24824,18457,0.64,5826.05,2496.88,8322.94,2018
120304,4190,1846,2344,0.55,368.58,157.96,526.55,2018
120305,28653,23315,5338,0.57,4850.65,2078.85,6929.51,2018
120306,1774,477,1297,0.5,87.83,37.64,125.47,2018
120401,19327,19202,125,0.5,3518.38,1507.88,5026.26,2018
120402,6295,4569,1727,0.46,767.07,328.74,1095.82,2018
120403,4590,1784,2806,0.28,184.27,78.97,263.24,2018
120404,1355,1068,288,0.42,163.68,70.15,233.83,2018
120405,1686,1419,268,0.42,217.48,93.21,310.69,2018
120406,1475,452,1023,0.42,69.35,29.72,99.07,2018
120407,2703,2554,149,0.22,200.42,85.89,286.31,2018
120408,1681,1312,369,0.42,201.16,86.21,287.38,2018
120409,1075,1046,28,0.42,160.39,68.74,229.13,2018
120410,2160,1580,580,0.42,242.22,103.81,346.02,2018
120411,567,193,374,0.38,26.82,11.5,38.32,2018
120412,763,763,0,0.42,116.95,50.12,167.07,2018
120413,1605,1360,245,0.42,208.53,89.37,297.9,2018
120414,1187,835,352,0.42,128.04,54.88,182.92,2018
120415,1499,1128,371,0.38,156.52,67.08,223.6,2018
120416,1810,702,1108,0.42,107.64,46.13,153.77,2018
120417,754,247,507,0.42,37.85,16.22,54.07,2018
120418,1623,1239,384,0.42,189.89,81.38,271.27,2018
120419,1816,452,1364,0.55,90.3,38.7,129,2018
120420,1048,1043,4,0.42,159.96,68.55,228.51,2018
120421,2363,2337,26,0.37,315.57,135.24,450.81,2018
120422,908,607,301,0.46,102.77,44.05,146.82,2018
120423,1468,463,1005,0.42,70.92,30.39,101.31,2018
120424,1269,677,592,0.42,103.82,44.5,148.32,2018
120425,1182,934,247,0.22,75.03,32.16,107.19,2018
120426,1448,512,937,0.42,78.42,33.61,112.03,2018
120427,1291,707,584,0.42,108.33,46.43,154.76,2018
120428,2710,2305,405,0.42,353.29,151.41,504.71,2018
120429,700,697,3,0.42,106.87,45.8,152.67,2018
120430,3257,3257,0,0.3,353.04,151.3,504.34,2018
120431,4210,2293,1917,0.16,133.92,57.4,191.32,2018
120432,1033,901,133,0.42,138.05,59.16,197.21,2018
120433,1106,931,175,0.47,160.35,68.72,229.08,2018
120434,9874,9489,386,0.49,1679.73,719.88,2399.61,2018
120501,11284,10498,786,0.23,881.32,377.71,1259.03,2018
120502,6702,6408,295,0.25,584.7,250.58,835.28,2018
120503,1185,544,641,0.29,57.83,24.78,82.62,2018
120504,4189,974,3215,0.28,99.51,42.65,142.16,2018
120601,41399,28932,12467,0.65,6864.19,2941.79,9805.98,2018
120602,6332,343,5989,0.55,68.47,29.34,97.81,2018
120603,7119,1675,5445,0.27,165.06,70.74,235.8,2018
120604,41070,18079,22991,0.45,2995.86,1283.94,4279.8,2018
120605,3834,381,3453,0.4,55.68,23.86,79.54,2018
120606,62184,25288,36896,0.53,4891.89,2096.52,6988.41,2018
120607,32890,5359,27531,0.5,968.22,414.95,1383.17,2018
120608,28698,2047,26651,0.46,340.65,145.99,486.64,2018
120609,5101,556,4545,0.45,91.31,39.13,130.44,2018
120701,50310,45157,5153,0.47,7779.7,3334.16,11113.85,2018
120702,9744,6121,3623,0.36,797.55,341.81,1139.36,2018
120703,1914,1319,595,0.42,202.23,86.67,288.89,2018
120704,10270,4662,5608,0.45,765.77,328.19,1093.96,2018
120705,3643,2988,654,0.54,589.03,252.44,841.48,2018
120706,5910,3253,2657,0.42,498.68,213.72,712.41,2018
120707,3359,1899,1460,0.42,291.11,124.76,415.87,2018
120708,3528,2873,655,0.22,230.67,98.86,329.53,2018
120709,4590,853,3737,0.43,133.89,57.38,191.27,2018
120801,14101,13945,156,2,10180.15,4362.92,14543.07,2018
120802,686,257,429,0.42,39.37,16.87,56.24,2018
120803,2073,1952,121,0.31,220.87,94.66,315.53,2018
120804,822,554,268,0.42,84.95,36.41,121.36,2018
120805,5185,4638,547,0.38,638.24,273.53,911.77,2018
120806,1655,1229,425,0.27,119.37,51.16,170.52,2018
120807,1071,608,463,0.42,93.21,39.95,133.16,2018
120808,8829,8808,21,0.38,1221.62,523.55,1745.18,2018
120809,725,439,285,0.42,67.32,28.85,96.18,2018
120810,5436,4435,1001,0.3,488.84,209.5,698.35,2018
120901,21350,15417,5932,0.6,3376.37,1447.01,4823.38,2018
